enabled,display_name,original_name,category,osm_id,source,lat,lon,nearest_graph_node,nearest_distance_m,component_size,note
0,万科金域缇香3栋,万科金域缇香3栋,building,1026505184,named_building,28.1516488,112.9448525,9464412941,23.6,180,outside_largest_routing_component
0,万科金域缇香4栋,万科金域缇香4栋,building,1026505183,named_building,28.1525506,112.9448949,9464412929,20.5,180,outside_largest_routing_component
0,猴子石大桥北,猴子石大桥北,other,9501052884,named_node,28.1482588,112.9453225,9464412971,135.5,180,outside_largest_routing_component
0,猴子石大桥北 (2),猴子石大桥北 (2),other,9501052885,named_node,28.1476957,112.9454197,9464280647,197.1,180,outside_largest_routing_component
0,靳江路口,靳江路口,other,9501052874,named_node,28.1537620,112.9459697,9464280649,90.5,180,outside_largest_routing_component
0,蔚然锦和超市,蔚然锦和超市,shop,3862410571,named_node,28.1507811,112.9433516,9464280722,19.2,180,outside_largest_routing_component
0,Building of Knowledge of Hunan Normal University,Building of Knowledge of Hunan Normal University,building,1008006669,named_building,28.1708629,112.9322937,9499990139,47.4,169,outside_largest_routing_component
0,Design building of Hunan Normal University,Design building of Hunan Normal University,building,1008006665,named_building,28.1703564,112.9322454,711502349,39.2,169,outside_largest_routing_component
0,Hunan Normal University (South Campus)- School of Fine Arts,Hunan Normal University (South Campus)- School of Fine Arts,building,1008006661,named_building,28.1695971,112.9324344,711502202,33.6,169,outside_largest_routing_component
0,Music College of Hunan Normal University,Music College of Hunan Normal University,building,602765343,named_building,28.1699866,112.9331532,711502267,28.9,169,outside_largest_routing_component
0,湖大德智园学生公寓,湖大德智园学生公寓,dormitory,11359803017,named_node,28.1652835,112.9349488,3442405595,55.0,169,outside_largest_routing_component
0,"Lanzhou noodles, China","Lanzhou noodles, China",food,9299427873,named_node,28.1699392,112.9340720,9492158866,34.9,169,outside_largest_routing_component
0,North No.2 Gate of Hunan Normal University,North No.2 Gate of Hunan Normal University,gate,9299427871,named_node,28.1693386,112.9337551,9299427871,0.0,169,outside_largest_routing_component
0,岳麓书院西门,岳麓书院西门,gate,12495502995,named_node,28.1840735,112.9341160,711502300,884.9,169,outside_largest_routing_component
0,ChuYa hotel,ChuYa hotel,other,9299427874,named_node,28.1698237,112.9339871,9499989925,24.1,169,outside_largest_routing_component
0,Zuojialong bus station,Zuojialong bus station,other,9299427870,named_node,28.1696491,112.9342207,9492994575,44.7,169,outside_largest_routing_component
0,万家灯火,万家灯火,other,9492994569,named_node,28.1688752,112.9325183,711503022,27.7,169,outside_largest_routing_component
0,Bank of Communications,Bank of Communications,service,9492994567,named_node,28.1689029,112.9328693,9492994565,11.2,169,outside_largest_routing_component
0,Bay leaf bookstore,Bay leaf bookstore,shop,1008006663,named_building,28.1693818,112.9326769,9492994538,27.8,169,outside_largest_routing_component
0,体育馆,体育馆,sports,888585845,named_building,28.1689510,112.9340675,9492158867,35.4,169,outside_largest_routing_component
0,体育教学楼,体育教学楼,teaching_building,1029683914,named_building,28.1675371,112.9342856,9299427885,34.2,169,outside_largest_routing_component
0,1 (2),1 (2),building,1472351144,named_building,28.1677161,112.9198594,13509493771,16.2,150,outside_largest_routing_component
0,10,10,building,1472351160,named_building,28.1689706,112.9205705,13509493812,45.4,150,outside_largest_routing_component
0,11,11,building,1472351161,named_building,28.1680481,112.9213194,13509493984,15.7,150,outside_largest_routing_component
0,12,12,building,1472351162,named_building,28.1686539,112.9215736,13509493963,25.8,150,outside_largest_routing_component
0,13,13,building,1472351163,named_building,28.1693710,112.9216922,13508567351,31.1,150,outside_largest_routing_component
0,15,15,building,1472351164,named_building,28.1699300,112.9216506,13509493957,15.4,150,outside_largest_routing_component
0,16,16,building,1472351165,named_building,28.1695889,112.9221169,13509493952,26.1,150,outside_largest_routing_component
0,17,17,building,1472351166,named_building,28.1692316,112.9223375,13509493971,24.2,150,outside_largest_routing_component
0,18,18,building,1472351167,named_building,28.1695364,112.9226720,13509493949,18.6,150,outside_largest_routing_component
0,19,19,building,1472351168,named_building,28.1695928,112.9230787,13509493935,20.4,150,outside_largest_routing_component
0,2 (2),2 (2),building,1472351145,named_building,28.1680496,112.9189838,13509493791,41.6,150,outside_largest_routing_component
0,20,20,building,1472351169,named_building,28.1696226,112.9235608,13509493937,27.6,150,outside_largest_routing_component
0,21,21,building,1472351170,named_building,28.1687644,112.9221633,13509493927,30.4,150,outside_largest_routing_component
0,22,22,building,1472351171,named_building,28.1682439,112.9219620,13509493925,29.2,150,outside_largest_routing_component
0,23,23,building,1472351172,named_building,28.1678032,112.9216862,13509493919,22.9,150,outside_largest_routing_component
0,26,26,building,1472351113,named_building,28.1669991,112.9201124,13509493698,39.3,150,outside_largest_routing_component
0,27,27,building,1472351158,named_building,28.1680920,112.9205408,13509493799,42.7,150,outside_largest_routing_component
0,28,28,building,1472351173,named_building,28.1673643,112.9209966,13509493915,34.3,150,outside_largest_routing_component
0,3 (2),3 (2),building,1472351146,named_building,28.1685615,112.9185928,13509493789,10.8,150,outside_largest_routing_component
0,5,5,building,1472351147,named_building,28.1686307,112.9190638,13509493786,35.2,150,outside_largest_routing_component
0,6,6,building,1472351148,named_building,28.1684805,112.9197288,13509493760,23.8,150,outside_largest_routing_component
0,7,7,building,1472351149,named_building,28.1682250,112.9194147,13509493804,14.6,150,outside_largest_routing_component
0,8,8,building,1472351150,named_building,28.1680897,112.9198355,13509493803,20.1,150,outside_largest_routing_component
0,9,9,building,1472351159,named_building,28.1685316,112.9206495,13509493813,53.1,150,outside_largest_routing_component
0,D1,D1,building,1472351134,named_building,28.1689451,112.9229397,13509493930,40.3,150,outside_largest_routing_component
0,王家湾北,王家湾北,other,9441038613,named_node,28.1662860,112.9193492,13509493710,94.1,150,outside_largest_routing_component
0,1,1,other,12985710270,named_node,28.1979697,112.9631072,12525726755,705.6,143,outside_largest_routing_component
0,Lingguandu,Lingguandu,other,9759323099,named_node,28.1827711,112.9650688,1955397263,826.5,143,outside_largest_routing_component
0,Pointing to the Country,Pointing to the Country,other,4393295094,named_node,28.1690122,112.9546724,1955397333,5.2,143,outside_largest_routing_component
0,Railway Station,Railway Station,other,9759323134,named_node,28.1975665,113.0054022,12525726761,4701.1,143,outside_largest_routing_component
0,Wangjiangting Pavilion,Wangjiangting Pavilion,other,4393509891,named_node,28.1694367,112.9547483,3741318539,1.3,143,outside_largest_routing_component
0,Wentiantai terrace,Wentiantai terrace,other,4393297493,named_node,28.1685193,112.9546017,12525726711,28.6,143,outside_largest_routing_component
0,Young Mao Zedong Statue,Young Mao Zedong Statue,other,1165042478,named_tourism,28.1710498,112.9548382,3741318550,21.3,143,outside_largest_routing_component
0,“Qinyuanchun Changsha” Poem Monument,“Qinyuanchun Changsha” Poem Monument,other,12669416201,named_node,28.1719653,112.9549805,3741318560,9.9,143,outside_largest_routing_component
0,橘子洲头,橘子洲头,other,3741318540,named_node,28.1701708,112.9548198,3741318540,0.0,143,outside_largest_routing_component
0,D2,D2,building,1472351133,named_building,28.1682783,112.9227007,13509493659,30.2,117,outside_largest_routing_component
0,E1,E1,building,1472351130,named_building,28.1672318,112.9228283,13509493643,2.2,117,outside_largest_routing_component
0,E2,E2,building,1472351132,named_building,28.1674373,112.9239024,13509493642,43.9,117,outside_largest_routing_component
0,F1,F1,building,1472351114,named_building,28.1663067,112.9220029,10060561903,32.0,117,outside_largest_routing_component
0,F2,F2,building,1472351115,named_building,28.1663542,112.9224288,13509493576,27.1,117,outside_largest_routing_component
0,F4,F4,building,1472351117,named_building,28.1659306,112.9225005,10060561914,33.5,117,outside_largest_routing_component
0,G1,G1,building,1472351118,named_building,28.1663045,112.9230856,13509493535,24.4,117,outside_largest_routing_component
0,G2,G2,building,1472351119,named_building,28.1663991,112.9237757,13509493536,34.7,117,outside_largest_routing_component
0,G5,G5,building,1472351122,named_building,28.1655637,112.9230704,13509493543,22.9,117,outside_largest_routing_component
0,G6,G6,building,1472351123,named_building,28.1655578,112.9235710,13509466797,22.5,117,outside_largest_routing_component
0,G7,G7,building,1472351124,named_building,28.1657393,112.9239354,13509493542,22.6,117,outside_largest_routing_component
0,H1,H1,building,1472351128,named_building,28.1663973,112.9243709,13509493538,36.9,117,outside_largest_routing_component
0,H2,H2,building,1472351129,named_building,28.1658418,112.9245653,13509493586,21.3,117,outside_largest_routing_component
0,中南大学 (2),中南大学 (2),other,9440261614,named_node,28.1671204,112.9262621,9439734527,13.7,117,outside_largest_routing_component
0,中南大学九食堂,中南大学九食堂,canteen,382987023,named_amenity,28.1714714,112.9270910,9440395514,27.6,107,outside_largest_routing_component
0,Burger King,Burger King,food,9440272233,named_node,28.1674352,112.9284457,9439673383,56.3,107,outside_largest_routing_component
0,Bank of China (2),Bank of China (2),service,757850391,named_amenity,28.1713727,112.9271929,9440395495,16.8,107,outside_largest_routing_component
0,五个厨子,五个厨子,other,3862409991,named_node,28.1494443,112.9303201,9460851942,65.6,101,outside_largest_routing_component
0,后湖路丰顺路口 (2),后湖路丰顺路口 (2),other,13481260075,named_node,28.1485457,112.9315403,9460851939,148.1,101,outside_largest_routing_component
0,飞利浦净水器,飞利浦净水器,other,3862409983,named_node,28.1493119,112.9311355,9460851940,64.0,101,outside_largest_routing_component
0,博学便利店,博学便利店,shop,3862409982,named_node,28.1492930,112.9294189,9460851966,44.1,101,outside_largest_routing_component
0,樟树门,樟树门,gate,9448587406,named_node,28.1652482,112.9170361,11828727514,167.9,95,outside_largest_routing_component
0,王家湾,王家湾,other,9441042917,named_node,28.1643474,112.9215234,9441038564,41.3,95,outside_largest_routing_component
0,王家湾  立交,王家湾  立交,other,9441038606,named_node,28.1650715,112.9208843,9659209854,86.5,95,outside_largest_routing_component
0,王家湾 (4),王家湾 (4),other,9448565078,named_node,28.1653032,112.9193047,9441038571,10.5,95,outside_largest_routing_component
0,1区1栋,1区1栋,building,308049358,named_building,28.1694683,112.9401851,3162474196,36.1,90,outside_largest_routing_component
0,1区2栋,1区2栋,building,308049359,named_building,28.1697738,112.9402483,2774453999,42.5,90,outside_largest_routing_component
0,2区2栋,2区2栋,building,1229018638,named_building,28.1703603,112.9393469,3184239214,36.1,90,outside_largest_routing_component
0,2区3栋,2区3栋,building,1229018639,named_building,28.1700677,112.9394982,2774454012,35.8,90,outside_largest_routing_component
0,2区7栋,2区7栋,building,1229018641,named_building,28.1684684,112.9393981,11397544335,38.0,90,outside_largest_routing_component
0,3区10栋,3区10栋,building,1229018625,named_building,28.1691411,112.9409378,2774453990,38.8,90,outside_largest_routing_component
0,3区11栋,3区11栋,building,1229018626,named_building,28.1688494,112.9409411,11397544332,35.4,90,outside_largest_routing_component
0,3区12栋,3区12栋,building,312552705,named_building,28.1688096,112.9400100,2774453988,27.7,90,outside_largest_routing_component
0,3区13栋,3区13栋,building,308049356,named_building,28.1684852,112.9401661,2774453986,32.2,90,outside_largest_routing_component
0,3区16栋,3区16栋,building,312552704,named_building,28.1688262,112.9416698,11397544329,25.9,90,outside_largest_routing_component
0,3区17栋,3区17栋,building,308049355,named_building,28.1684831,112.9408428,2774453989,28.3,90,outside_largest_routing_component
0,3区18栋,3区18栋,building,1229018627,named_building,28.1684822,112.9414158,2774453992,16.2,90,outside_largest_routing_component
0,3区20栋,3区20栋,building,1229018628,named_building,28.1684663,112.9420264,11397544330,26.2,90,outside_largest_routing_component
0,3区9栋,3区9栋,building,310762328,named_building,28.1694487,112.9411026,2774454010,35.5,90,outside_largest_routing_component
0,湖南大学天马学生公寓,湖南大学天马学生公寓,dormitory,3726033230,named_node,28.1713765,112.9403805,9441042988,8.6,90,outside_largest_routing_component
0,湖南大学医院天马保健所,湖南大学医院天马保健所,medical,3133310982,named_node,28.1689439,112.9394110,2774454007,18.9,90,outside_largest_routing_component
0,Fubuhe,Fubuhe,other,5697304719,named_node,28.1692583,112.9424230,2774453991,90.2,90,outside_largest_routing_component
0,Hunan Normal University,Hunan Normal University,other,6504722452,named_node,28.1893998,112.9427735,3442629034,1179.5,90,outside_largest_routing_component
0,新学生事务大厅,新学生事务大厅,other,3184256906,named_node,28.1707453,112.9399503,2774453997,21.1,90,outside_largest_routing_component
0,阜埠河地铁站,阜埠河地铁站,other,3184256903,named_node,28.1691183,112.9427185,3162474185,104.6,90,outside_largest_routing_component
0,麓山南路口,麓山南路口,other,3133310983,named_node,28.1721813,112.9396929,12420174246,19.6,90,outside_largest_routing_component
0,Bank of China,Bank of China,service,3202641238,named_node,28.1706202,112.9395714,3184239218,28.4,90,outside_largest_routing_component
0,乐尔乐超市,乐尔乐超市,shop,3190132272,named_node,28.1699578,112.9414722,2774454000,61.1,90,outside_largest_routing_component
0,实竹塘 (2),实竹塘 (2),other,9501052879,named_node,28.1577543,112.9385228,10020546019,25.1,89,outside_largest_routing_component
0,中南大学附属中学,中南大学附属中学,amenity,644418419,named_amenity,28.1708112,112.9219774,9450281447,53.1,70,outside_largest_routing_component
0,中南大学（岳麓山校区）,中南大学（岳麓山校区）,amenity,1028934324,named_amenity,28.1736101,112.9234636,9440608810,16.4,70,outside_largest_routing_component
0,中南大学汽车队,中南大学汽车队,building,712603885,named_building,28.1699940,112.9254629,5168550722,28.3,70,outside_largest_routing_component
0,中南大学老年活动中心,中南大学老年活动中心,building,1023783422,named_building,28.1699169,112.9245126,2302026327,27.5,70,outside_largest_routing_component
0,冶金馆,冶金馆,building,382877670,named_building,28.1724001,112.9242588,2302020184,33.2,70,outside_largest_routing_component
0,KFC (2),KFC (2),food,5330624566,named_node,28.1666497,112.9272885,9440261550,94.0,58,outside_largest_routing_component
0,Yuelu,Yuelu,other,8532774977,named_node,28.1641497,112.9241872,9440606349,50.6,58,outside_largest_routing_component
0,中南大学,中南大学,other,9439673317,named_node,28.1665304,112.9269595,9440261540,75.8,58,outside_largest_routing_component
0,王家湾东,王家湾东,other,711491662,named_node,28.1649883,112.9243254,9440606355,26.3,58,outside_largest_routing_component
0,王家湾东 (2),王家湾东 (2),other,9448565076,named_node,28.1649314,112.9236135,9440606354,37.7,58,outside_largest_routing_component
0,Shantang,Shantang,other,6147461112,named_node,28.1021885,112.9204207,7049605166,4780.9,57,outside_largest_routing_component
0,千里香混沌饺子店,千里香混沌饺子店,other,3862409987,named_node,28.1476470,112.9284104,7049605146,11.1,57,outside_largest_routing_component
0,味忆童年儿时味道管,味忆童年儿时味道管,other,3862409989,named_node,28.1485173,112.9302557,9462242597,137.7,57,outside_largest_routing_component
0,开胃王冒菜,开胃王冒菜,other,3862409988,named_node,28.1478362,112.9294832,9462242592,67.6,57,outside_largest_routing_component
0,洋湖新城,洋湖新城,other,5697304710,named_node,28.1319375,112.9396691,7049605153,1697.6,57,outside_largest_routing_component
0,老百姓大药房,老百姓大药房,other,3862409984,named_node,28.1468902,112.9283889,9464460943,9.2,57,outside_largest_routing_component
0,麦浪饼屋,麦浪饼屋,other,3862409986,named_node,28.1477416,112.9301699,9462242593,125.0,57,outside_largest_routing_component
0,2区4栋,2区4栋,building,308049366,named_building,28.1695268,112.9393495,8686557179,38.8,40,outside_largest_routing_component
0,九栋,九栋,building,937059227,named_building,28.1700971,112.9385568,8686557182,28.1,40,outside_largest_routing_component
0,八栋,八栋,building,937059228,named_building,28.1703608,112.9384956,8686557180,25.9,40,outside_largest_routing_component
0,十栋,十栋,building,937059226,named_building,28.1698346,112.9385594,8686557164,32.2,40,outside_largest_routing_component
0,实竹塘,实竹塘,other,9501052878,named_node,28.1574028,112.9372539,11655823292,10.5,40,outside_largest_routing_component
0,中建智慧谷大楼,中建智慧谷大楼,teaching_building,1253172471,named_building,28.1563923,112.9366807,11655823321,27.0,40,outside_largest_routing_component
0,中建智慧谷大楼 (2),中建智慧谷大楼 (2),teaching_building,1253172472,named_building,28.1563527,112.9381706,11655823311,40.2,40,outside_largest_routing_component
0,中南大学校碑,中南大学校碑,other,5344997561,named_node,28.1699498,112.9264271,9440896834,24.1,36,outside_largest_routing_component
0,Juzizhou,Juzizhou,other,8532774980,named_node,28.1682828,112.9458440,11880731239,20.1,35,outside_largest_routing_component
0,何润公园,何润公园,other,6910885076,named_node,28.1670086,112.9451174,5288889442,64.3,35,outside_largest_routing_component
0,阜埠河路,阜埠河路,other,3184256920,named_node,28.1671667,112.9466323,11117432863,68.3,35,outside_largest_routing_component
0,阜埠河路口,阜埠河路口,other,3130994656,named_node,28.1678111,112.9482401,11117432874,17.2,35,outside_largest_routing_component
0,天凤社区,天凤社区,other,9501052894,named_node,28.1613406,112.9443939,5288889455,130.8,26,outside_largest_routing_component
0,阜埠河路口 (2),阜埠河路口 (2),other,9501052893,named_node,28.1659708,112.9483595,5288889447,87.2,26,outside_largest_routing_component
0,科教新村,科教新村,other,3130994654,named_node,28.1716966,112.9418172,3202641433,64.6,25,outside_largest_routing_component
0,科教新村 (2),科教新村 (2),other,9509812811,named_node,28.1715330,112.9416257,3202641450,69.2,25,outside_largest_routing_component
0,Bishahu (2),Bishahu (2),other,11092706406,named_node,28.1677259,112.9622913,6081027853,78.0,15,outside_largest_routing_component
0,菲歌量贩式KTV,菲歌量贩式KTV,other,9298206424,named_node,28.1675359,112.9302518,9492158862,86.3,12,outside_largest_routing_component
0,岳麓街道五星村卫生室,岳麓街道五星村卫生室,other,3862410009,named_node,28.1489650,112.9237593,711528401,145.3,9,outside_largest_routing_component
0,KFC,KFC,food,3287267936,named_node,28.1722780,112.9385446,11021954413,72.2,8,outside_largest_routing_component
0,Houjiatang,Houjiatang,other,9759445223,named_node,28.1772887,112.9766006,8979313985,1458.3,8,outside_largest_routing_component
0,中国建设银行,中国建设银行,service,3287267937,named_node,28.1723876,112.9388186,11021954418,47.3,8,outside_largest_routing_component
0,王家湾 (2),王家湾 (2),other,9441042929,named_node,28.1652526,112.9214698,13509493569,63.5,7,outside_largest_routing_component
0,王家湾 (3),王家湾 (3),other,9448565077,named_node,28.1649234,112.9225037,9511118186,45.9,7,outside_largest_routing_component
0,王家湾 (5),王家湾 (5),other,9457971866,named_node,28.1640870,112.9228707,711518796,93.0,7,outside_largest_routing_component
0,五星小学,五星小学,amenity,657415497,named_amenity,28.1469632,112.9219872,11815953001,99.9,6,outside_largest_routing_component
0,Bishahu,Bishahu,other,6504722427,named_node,28.1678282,112.9622762,7791284249,83.7,6,outside_largest_routing_component
0,东塘,东塘,other,5697308832,named_node,28.1728741,112.9880424,3640667710,2303.9,6,outside_largest_routing_component
0,后湖路丰顺路口,后湖路丰顺路口,other,13436838793,named_node,28.1474991,112.9317785,4193563817,209.5,6,outside_largest_routing_component
0,大梅沙海鲜汇,大梅沙海鲜汇,other,3862410582,named_node,28.1487368,112.9363670,4193563815,93.9,6,outside_largest_routing_component
0,小脚丫双语幼儿园,小脚丫双语幼儿园,other,3862410007,named_node,28.1470633,112.9238456,11815953004,60.9,6,outside_largest_routing_component
0,湘铭艺术学校,湘铭艺术学校,other,3862410010,named_node,28.1487055,112.9234257,11815953005,186.6,6,outside_largest_routing_component
0,长沙南站旧址,长沙南站旧址,other,3363289708,named_node,28.1686951,112.9609755,3640713114,83.6,6,outside_largest_routing_component
0,麻园路南二环路口,麻园路南二环路口,other,9503200452,named_node,28.1443113,112.9384144,3862410047,472.6,6,outside_largest_routing_component
0,聚鲜楼,聚鲜楼,teaching_building,3862410034,named_node,28.1477586,112.9354320,9467990991,44.5,6,outside_largest_routing_component
0,58众创,58众创,building,1035131039,named_building,28.1585613,112.9456401,11880731289,82.0,5,outside_largest_routing_component
0,Tianhe Pharmacy,Tianhe Pharmacy,other,9299427901,named_node,28.1701685,112.9350219,9299427904,24.0,5,outside_largest_routing_component
0,后湖,后湖,other,9501052876,named_node,28.1597420,112.9475635,11880731286,64.4,5,outside_largest_routing_component
0,China Mobile,China Mobile,service,9299427876,named_node,28.1699549,112.9343654,9299427903,28.0,5,outside_largest_routing_component
0,中南大学出版社,中南大学出版社,building,1023670140,named_building,28.1726664,112.9268946,9447657855,48.2,4,outside_largest_routing_component
0,中南大学本部图书馆,中南大学本部图书馆,library,791601351,named_building,28.1728472,112.9261244,7400360566,75.9,4,outside_largest_routing_component
0,天马山东,天马山东,other,3130994655,named_node,28.1744461,112.9463485,3464569094,7.0,4,outside_largest_routing_component
0,天马山东 (2),天马山东 (2),other,9509812812,named_node,28.1740307,112.9455356,3464569096,76.2,4,outside_largest_routing_component
0,天马村,天马村,other,9501052882,named_node,28.1668668,112.9443659,11880731266,101.5,3,outside_largest_routing_component
0,千惠超市（潇湘中路店）,千惠超市（潇湘中路店）,shop,10020233832,named_node,28.1605317,112.9423310,10023084408,205.3,3,outside_largest_routing_component
0,Sexytea,Sexytea,other,9440395460,named_node,28.1670355,112.9271806,9440608771,96.0,2,outside_largest_routing_component
